ISim log file
Running: C:\Users\seanm\Downloads\Pipeline EX\EX\cpu_tb_isim_translate.exe -intstyle ise -gui -tclbatch isim.cmd -wdb C:/Users/seanm/Downloads/Pipeline EX/EX/cpu_tb_isim_translate.wdb 
ISim P.20131013 (signature 0x7708f090)
WARNING: A WEBPACK license was found.
WARNING: Please use Xilinx License Configuration Manager to check out a full ISim license.
WARNING: ISim will run in Lite mode. Please refer to the ISim documentation for more information on the differences between the Lite and the Full version.
This is a Lite version of ISim.
Time resolution is 1 ps
# onerror resume
# wave add /
# run 1000 ns
Simulator is doing circuit initialization process.
Finished circuit initialization process.
time,	clk,		aluout,			zFlag
                 100,	0,	00000000000000000000000000000000,	0
                 105,	1,	00000000000000000000000000000000,	0
                 105,	1,	00000000000000000000000000000000,	1
                 110,	0,	00000000000000000000000000000000,	1
                 115,	1,	00000000000000000000000000000000,	1
                 120,	0,	00000000000000000000000000000000,	1
                 125,	1,	00000000000000000000000000000000,	1
                 125,	1,	00000000000000000000000000000101,	0
                 130,	0,	00000000000000000000000000000101,	0
                 135,	1,	00000000000000000000000000000101,	0
                 135,	1,	00000000000000000000000000001100,	0
                 140,	0,	00000000000000000000000000001100,	0
                 145,	1,	00000000000000000000000000001100,	0
                 145,	1,	00000000000000001111111111110111,	0
                 150,	0,	00000000000000001111111111110111,	0
                 155,	1,	00000000000000001111111111110111,	0
                 155,	1,	00000000000000000000000000000000,	1
                 160,	0,	00000000000000000000000000000000,	1
                 165,	1,	00000000000000000000000000000000,	1
                 170,	0,	00000000000000000000000000000000,	1
                 175,	1,	00000000000000000000000000000000,	1
                 180,	0,	00000000000000000000000000000000,	1
                 185,	1,	00000000000000000000000000000000,	1
                 190,	0,	00000000000000000000000000000000,	1
                 195,	1,	00000000000000000000000000000000,	1
                 200,	0,	00000000000000000000000000000000,	1
                 205,	1,	00000000000000000000000000000000,	1
                 210,	0,	00000000000000000000000000000000,	1
                 215,	1,	00000000000000000000000000000000,	1
                 220,	0,	00000000000000000000000000000000,	1
                 225,	1,	00000000000000000000000000000000,	1
                 230,	0,	00000000000000000000000000000000,	1
                 235,	1,	00000000000000000000000000000000,	1
                 240,	0,	00000000000000000000000000000000,	1
                 245,	1,	00000000000000000000000000000000,	1
                 250,	0,	00000000000000000000000000000000,	1
                 255,	1,	00000000000000000000000000000000,	1
                 255,	1,	00000000000000000000000001000100,	0
                 260,	0,	00000000000000000000000001000100,	0
                 265,	1,	00000000000000000000000001000100,	0
                 265,	1,	00000000000000000000000001010000,	0
                 270,	0,	00000000000000000000000001010000,	0
                 275,	1,	00000000000000000000000001010000,	0
                 275,	1,	00000000000000000000000000010001,	0
                 280,	0,	00000000000000000000000000010001,	0
                 285,	1,	00000000000000000000000000010001,	0
                 285,	1,	00000000000000000000000000000001,	0
                 290,	0,	00000000000000000000000000000001,	0
                 295,	1,	00000000000000000000000000000001,	0
                 295,	1,	00000000000000000000000001010100,	0
                 300,	0,	00000000000000000000000001010100,	0
                 305,	1,	00000000000000000000000001010100,	0
                 305,	1,	00000000000000000000000000000000,	1
                 310,	0,	00000000000000000000000000000000,	1
                 315,	1,	00000000000000000000000000000000,	1
                 320,	0,	00000000000000000000000000000000,	1
                 325,	1,	00000000000000000000000000000000,	1
                 330,	0,	00000000000000000000000000000000,	1
                 335,	1,	00000000000000000000000000000000,	1
                 340,	0,	00000000000000000000000000000000,	1
                 345,	1,	00000000000000000000000000000000,	1
                 350,	0,	00000000000000000000000000000000,	1
                 355,	1,	00000000000000000000000000000000,	1
                 360,	0,	00000000000000000000000000000000,	1
                 365,	1,	00000000000000000000000000000000,	1
                 370,	0,	00000000000000000000000000000000,	1
                 375,	1,	00000000000000000000000000000000,	1
                 380,	0,	00000000000000000000000000000000,	1
                 385,	1,	00000000000000000000000000000000,	1
                 390,	0,	00000000000000000000000000000000,	1
                 395,	1,	00000000000000000000000000000000,	1
                 400,	0,	00000000000000000000000000000000,	1
                 405,	1,	00000000000000000000000000000000,	1
                 410,	0,	00000000000000000000000000000000,	1
                 415,	1,	00000000000000000000000000000000,	1
                 420,	0,	00000000000000000000000000000000,	1
                 425,	1,	00000000000000000000000000000000,	1
                 430,	0,	00000000000000000000000000000000,	1
                 435,	1,	00000000000000000000000000000000,	1
                 440,	0,	00000000000000000000000000000000,	1
                 445,	1,	00000000000000000000000000000000,	1
                 450,	0,	00000000000000000000000000000000,	1
                 455,	1,	00000000000000000000000000000000,	1
                 460,	0,	00000000000000000000000000000000,	1
                 465,	1,	00000000000000000000000000000000,	1
                 470,	0,	00000000000000000000000000000000,	1
                 475,	1,	00000000000000000000000000000000,	1
                 480,	0,	00000000000000000000000000000000,	1
                 485,	1,	00000000000000000000000000000000,	1
                 490,	0,	00000000000000000000000000000000,	1
                 495,	1,	00000000000000000000000000000000,	1
                 500,	0,	00000000000000000000000000000000,	1
                 505,	1,	00000000000000000000000000000000,	1
                 510,	0,	00000000000000000000000000000000,	1
                 515,	1,	00000000000000000000000000000000,	1
                 520,	0,	00000000000000000000000000000000,	1
                 525,	1,	00000000000000000000000000000000,	1
                 530,	0,	00000000000000000000000000000000,	1
                 535,	1,	00000000000000000000000000000000,	1
                 540,	0,	00000000000000000000000000000000,	1
                 545,	1,	00000000000000000000000000000000,	1
                 550,	0,	00000000000000000000000000000000,	1
                 555,	1,	00000000000000000000000000000000,	1
                 560,	0,	00000000000000000000000000000000,	1
                 565,	1,	00000000000000000000000000000000,	1
                 570,	0,	00000000000000000000000000000000,	1
                 575,	1,	00000000000000000000000000000000,	1
                 580,	0,	00000000000000000000000000000000,	1
                 585,	1,	00000000000000000000000000000000,	1
                 590,	0,	00000000000000000000000000000000,	1
                 595,	1,	00000000000000000000000000000000,	1
                 600,	0,	00000000000000000000000000000000,	1
                 605,	1,	00000000000000000000000000000000,	1
                 610,	0,	00000000000000000000000000000000,	1
                 615,	1,	00000000000000000000000000000000,	1
                 620,	0,	00000000000000000000000000000000,	1
                 625,	1,	00000000000000000000000000000000,	1
                 630,	0,	00000000000000000000000000000000,	1
                 635,	1,	00000000000000000000000000000000,	1
                 640,	0,	00000000000000000000000000000000,	1
                 645,	1,	00000000000000000000000000000000,	1
                 650,	0,	00000000000000000000000000000000,	1
                 655,	1,	00000000000000000000000000000000,	1
                 660,	0,	00000000000000000000000000000000,	1
                 665,	1,	00000000000000000000000000000000,	1
                 670,	0,	00000000000000000000000000000000,	1
                 675,	1,	00000000000000000000000000000000,	1
                 680,	0,	00000000000000000000000000000000,	1
                 685,	1,	00000000000000000000000000000000,	1
                 690,	0,	00000000000000000000000000000000,	1
                 695,	1,	00000000000000000000000000000000,	1
                 700,	0,	00000000000000000000000000000000,	1
                 705,	1,	00000000000000000000000000000000,	1
                 710,	0,	00000000000000000000000000000000,	1
                 715,	1,	00000000000000000000000000000000,	1
                 720,	0,	00000000000000000000000000000000,	1
                 725,	1,	00000000000000000000000000000000,	1
                 730,	0,	00000000000000000000000000000000,	1
                 735,	1,	00000000000000000000000000000000,	1
                 740,	0,	00000000000000000000000000000000,	1
                 745,	1,	00000000000000000000000000000000,	1
                 750,	0,	00000000000000000000000000000000,	1
                 755,	1,	00000000000000000000000000000000,	1
                 760,	0,	00000000000000000000000000000000,	1
                 765,	1,	00000000000000000000000000000000,	1
                 765,	1,	00000000000000000000000000000101,	0
                 770,	0,	00000000000000000000000000000101,	0
                 775,	1,	00000000000000000000000000000101,	0
                 775,	1,	00000000000000000000000000001100,	0
                 780,	0,	00000000000000000000000000001100,	0
                 785,	1,	00000000000000000000000000001100,	0
                 785,	1,	00000000000000001111111111110111,	0
                 790,	0,	00000000000000001111111111110111,	0
                 795,	1,	00000000000000001111111111110111,	0
                 795,	1,	00000000000000000000000000000000,	1
                 800,	0,	00000000000000000000000000000000,	1
                 805,	1,	00000000000000000000000000000000,	1
                 810,	0,	00000000000000000000000000000000,	1
                 815,	1,	00000000000000000000000000000000,	1
                 820,	0,	00000000000000000000000000000000,	1
                 825,	1,	00000000000000000000000000000000,	1
                 830,	0,	00000000000000000000000000000000,	1
                 835,	1,	00000000000000000000000000000000,	1
                 840,	0,	00000000000000000000000000000000,	1
                 845,	1,	00000000000000000000000000000000,	1
                 850,	0,	00000000000000000000000000000000,	1
                 855,	1,	00000000000000000000000000000000,	1
                 860,	0,	00000000000000000000000000000000,	1
                 865,	1,	00000000000000000000000000000000,	1
                 870,	0,	00000000000000000000000000000000,	1
                 875,	1,	00000000000000000000000000000000,	1
                 880,	0,	00000000000000000000000000000000,	1
                 885,	1,	00000000000000000000000000000000,	1
                 890,	0,	00000000000000000000000000000000,	1
                 895,	1,	00000000000000000000000000000000,	1
                 895,	1,	00000000000000000000000001000100,	0
                 900,	0,	00000000000000000000000001000100,	0
                 905,	1,	00000000000000000000000001000100,	0
                 905,	1,	00000000000000000000000001010000,	0
                 910,	0,	00000000000000000000000001010000,	0
                 915,	1,	00000000000000000000000001010000,	0
                 915,	1,	00000000000000000000000000010001,	0
                 920,	0,	00000000000000000000000000010001,	0
                 925,	1,	00000000000000000000000000010001,	0
                 925,	1,	00000000000000000000000000000001,	0
                 930,	0,	00000000000000000000000000000001,	0
                 935,	1,	00000000000000000000000000000001,	0
                 935,	1,	00000000000000000000000001010100,	0
                 940,	0,	00000000000000000000000001010100,	0
                 945,	1,	00000000000000000000000001010100,	0
                 945,	1,	00000000000000000000000000000000,	1
                 950,	0,	00000000000000000000000000000000,	1
                 955,	1,	00000000000000000000000000000000,	1
                 960,	0,	00000000000000000000000000000000,	1
                 965,	1,	00000000000000000000000000000000,	1
                 970,	0,	00000000000000000000000000000000,	1
                 975,	1,	00000000000000000000000000000000,	1
                 980,	0,	00000000000000000000000000000000,	1
                 985,	1,	00000000000000000000000000000000,	1
                 990,	0,	00000000000000000000000000000000,	1
